application_date,decision_date,processing_days,normalized_processing,application_month,application_year,country_Canada,country_Germany,country_India,country_UK,country_USA,visa_type_Dependent,visa_type_Student,visa_type_Tourist,visa_type_Work,processing_office_Delhi,processing_office_London,processing_office_New York,processing_office_Sydney,processing_office_Toronto,season_Spring,season_Summer,season_Winter,risk_Low Delay
2024-08-21,2024-10-05,45,-0.519523427851789,8,2024,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
2024-05-03,2024-07-03,61,-0.047523954205473486,5,2024,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2024-02-10,2024-03-31,50,-0.37202359233731536,2,2024,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
2024-07-04,2024-09-30,88,0.7489751575726838,7,2024,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2024-08-17,2024-11-30,105,1.2504745983218941,8,2024,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2024-03-05,2024-05-17,73,0.3064756510292631,3,2024,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
2024-10-26,2025-01-24,90,0.8079750917784733,10,2024,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
2024-05-26,2024-07-13,48,-0.43102352654310483,5,2024,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
2024-07-28,2024-09-24,58,-0.13602385551415763,7,2024,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2024-09-10,2024-12-04,85,0.6604752562639997,9,2024,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
2024-01-08,2024-02-03,26,-1.0800228028067886,1,2024,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
2024-10-10,2025-01-14,96,0.9849748943958416,10,2024,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2024-01-18,2024-05-08,111,1.4274744009392624,1,2024,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2024-03-26,2024-04-09,14,-1.4340224080415251,3,2024,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
2024-07-17,2024-11-14,120,1.6929741048653149,7,2024,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
2024-07-24,2024-10-26,94,0.9259749601900522,7,2024,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2024-05-30,2024-06-19,20,-1.257022605424157,5,2024,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
2024-11-07,2025-01-29,83,0.6014753220582103,11,2024,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2024-06-30,2024-08-31,62,-0.01802398710257877,6,2024,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2024-08-11,2024-09-22,42,-0.6080233291604731,8,2024,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2024-04-03,2024-07-09,97,1.0144748614987362,4,2024,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
2024-03-18,2024-07-15,119,1.66347413776242,3,2024,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2024-07-08,2024-10-07,91,0.837475058881368,7,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2024-06-13,2024-08-13,61,-0.047523954205473486,6,2024,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False
2024-10-28,2024-12-07,40,-0.6670232633662625,10,2024,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2024-09-09,2024-10-27,48,-0.43102352654310483,9,2024,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2024-09-25,2024-12-13,79,0.4834754536466314,9,2024,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-06-14,2024-08-07,54,-0.2540237239257365,6,2024,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
2024-01-22,2024-05-10,109,1.368474466733473,1,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2024-09-22,2024-11-01,40,-0.6670232633662625,9,2024,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2024-02-20,2024-04-09,49,-0.40152355944021006,2,2024,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True
2024-05-27,2024-07-06,40,-0.6670232633662625,5,2024,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
2024-03-27,2024-05-07,41,-0.6375232962633678,3,2024,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
2024-04-28,2024-07-27,90,0.8079750917784733,4,2024,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
2024-04-15,2024-06-29,75,0.3654755852350525,4,2024,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
2024-11-02,2025-03-02,120,1.6929741048653149,11,2024,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-04-09,2024-04-14,5,-1.6995221119675776,4,2024,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
2024-04-14,2024-05-25,41,-0.6375232962633678,4,2024,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
2024-08-15,2024-10-25,71,0.2474757168234737,8,2024,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2024-02-26,2024-06-01,96,0.9849748943958416,2,2024,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2024-08-09,2024-10-16,68,0.15897581551478954,8,2024,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2024-05-22,2024-08-28,98,1.043974828601631,5,2024,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2024-02-10,2024-05-20,100,1.1029747628074205,2,2024,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
2024-03-21,2024-05-29,69,0.18847578261768425,3,2024,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2024-11-18,2025-02-25,99,1.0734747957045256,11,2024,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2024-12-18,2025-02-01,45,-0.519523427851789,12,2024,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
2024-12-27,2025-04-12,106,1.2799745654247887,12,2024,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2024-10-12,2025-01-09,89,0.7784751246755786,10,2024,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2024-11-17,2024-11-23,6,-1.6700221448646828,11,2024,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
2024-07-11,2024-11-04,116,1.574974236453736,7,2024,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2024-08-28,2024-09-21,24,-1.139022737012578,8,2024,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2024-09-11,2024-10-22,41,-0.6375232962633678,9,2024,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
2024-02-15,2024-04-26,71,0.2474757168234737,2,2024,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2024-08-10,2024-08-23,13,-1.46352237514442,8,2024,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2024-04-16,2024-07-20,95,0.9554749272929469,4,2024,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
2024-12-18,2025-01-25,38,-0.726023197572052,12,2024,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
2024-10-25,2024-11-29,35,-0.8145230988807362,10,2024,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2024-09-28,2024-12-26,89,0.7784751246755786,9,2024,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
2024-05-29,2024-08-27,90,0.8079750917784733,5,2024,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2024-07-19,2024-10-08,81,0.5424753878524209,7,2024,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2024-05-31,2024-06-17,17,-1.3455225067328411,5,2024,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
2024-08-02,2024-10-03,62,-0.01802398710257877,8,2024,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2024-08-05,2024-08-24,19,-1.2865225725270515,8,2024,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
2024-12-04,2024-12-23,19,-1.2865225725270515,12,2024,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
2024-03-06,2024-06-18,104,1.2209746312189993,3,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-07-29,2024-10-29,92,0.8669750259842627,7,2024,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
2024-05-17,2024-07-25,69,0.18847578261768425,5,2024,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2024-10-14,2025-01-25,103,1.1914746641161047,10,2024,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2024-06-11,2024-08-07,57,-0.16552382261705234,6,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
2024-07-23,2024-08-30,38,-0.726023197572052,7,2024,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
2024-04-22,2024-06-09,48,-0.43102352654310483,4,2024,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
2024-08-17,2024-10-13,57,-0.16552382261705234,8,2024,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True
2024-10-01,2024-11-01,31,-0.932522967292315,10,2024,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2024-11-08,2024-12-25,47,-0.46052349364599954,11,2024,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-11,2024-04-17,97,1.0144748614987362,1,2024,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2024-12-26,2025-02-11,47,-0.46052349364599954,12,2024,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True
2024-12-01,2024-12-12,11,-1.5225223093502094,12,2024,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True
2024-10-01,2024-10-31,30,-0.9620229343952097,10,2024,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
2024-04-27,2024-06-08,42,-0.6080233291604731,4,2024,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
2024-07-30,2024-08-31,32,-0.9030230001894203,7,2024,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
2024-01-19,2024-05-11,113,1.4864743351450518,1,2024,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2024-09-13,2024-11-07,55,-0.22452375682284179,9,2024,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2024-05-24,2024-07-06,43,-0.5785233620575784,5,2024,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
2024-12-18,2025-01-23,36,-0.7850231317778414,12,2024,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True
2024-03-04,2024-06-21,109,1.368474466733473,3,2024,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2024-05-18,2024-09-10,115,1.5454742693508412,5,2024,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2024-09-15,2024-12-21,97,1.0144748614987362,9,2024,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-01-08,2024-04-17,100,1.1029747628074205,1,2024,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2024-02-18,2024-05-27,99,1.0734747957045256,2,2024,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2024-11-06,2025-02-28,114,1.5159743022479466,11,2024,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2024-09-19,2024-12-28,100,1.1029747628074205,9,2024,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2024-08-22,2024-09-21,30,-0.9620229343952097,8,2024,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
2024-10-22,2024-12-26,65,0.07047591420610538,10,2024,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2024-02-17,2024-03-21,33,-0.8735230330865256,2,2024,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True
2024-09-04,2024-10-15,41,-0.6375232962633678,9,2024,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2024-05-05,2024-06-27,53,-0.28352369102863123,5,2024,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
2024-07-20,2024-09-10,52,-0.31302365813152594,7,2024,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
2024-04-24,2024-07-11,78,0.4539754865437367,4,2024,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2024-08-16,2024-10-07,52,-0.31302365813152594,8,2024,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
2024-11-25,2025-01-08,44,-0.5490233949546837,11,2024,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2024-02-12,2024-02-29,17,-1.3455225067328411,2,2024,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
2024-09-07,2024-11-26,80,0.5129754207495262,9,2024,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
2024-07-25,2024-10-16,83,0.6014753220582103,7,2024,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2024-10-17,2025-01-27,102,1.1619746970132099,10,2024,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
2024-05-09,2024-07-05,57,-0.16552382261705234,5,2024,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
2024-01-19,2024-03-05,46,-0.49002346074889425,1,2024,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
2024-07-27,2024-11-20,116,1.574974236453736,7,2024,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
2024-04-17,2024-07-27,101,1.1324747299103153,4,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-09-12,2024-10-27,45,-0.519523427851789,9,2024,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2024-08-24,2024-11-27,95,0.9554749272929469,8,2024,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2024-02-11,2024-02-29,18,-1.3160225396299463,2,2024,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
2024-03-06,2024-06-15,101,1.1324747299103153,3,2024,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2024-03-03,2024-03-29,26,-1.0800228028067886,3,2024,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
2024-01-20,2024-05-17,118,1.6339741706595254,1,2024,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2024-11-16,2025-03-03,107,1.3094745325276835,11,2024,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-10-07,2024-12-04,58,-0.13602385551415763,10,2024,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2024-03-01,2024-04-30,60,-0.0770239213083682,3,2024,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
2024-06-14,2024-09-05,83,0.6014753220582103,6,2024,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2024-03-25,2024-04-17,23,-1.1685227041154727,3,2024,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True
2024-04-14,2024-07-30,107,1.3094745325276835,4,2024,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2024-11-05,2024-12-12,37,-0.7555231646749467,11,2024,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2024-06-18,2024-09-26,100,1.1029747628074205,6,2024,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2024-09-25,2024-12-30,96,0.9849748943958416,9,2024,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2024-08-01,2024-08-28,27,-1.0505228357038938,8,2024,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
2024-01-03,2024-02-16,44,-0.5490233949546837,1,2024,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
2024-12-21,2025-01-07,17,-1.3455225067328411,12,2024,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
2024-02-18,2024-03-01,12,-1.4930223422473146,2,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2024-03-21,2024-04-03,13,-1.46352237514442,3,2024,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True
2024-06-25,2024-09-18,85,0.6604752562639997,6,2024,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2024-05-25,2024-09-12,110,1.3979744338363675,5,2024,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2024-06-05,2024-07-27,52,-0.31302365813152594,6,2024,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2024-10-14,2024-12-27,74,0.3359756181321578,10,2024,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2024-10-30,2024-11-23,24,-1.139022737012578,10,2024,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2024-04-01,2024-05-09,38,-0.726023197572052,4,2024,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
2024-09-24,2024-12-13,80,0.5129754207495262,9,2024,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-10-21,2025-02-01,103,1.1914746641161047,10,2024,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2024-11-11,2025-02-09,90,0.8079750917784733,11,2024,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2024-01-02,2024-04-16,105,1.2504745983218941,1,2024,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
2024-11-10,2024-12-03,23,-1.1685227041154727,11,2024,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
2024-01-01,2024-02-16,46,-0.49002346074889425,1,2024,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
2024-09-18,2025-01-04,108,1.3389744996305781,9,2024,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-08-29,2024-10-14,46,-0.49002346074889425,8,2024,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True
2024-05-03,2024-07-18,76,0.3949755523379473,5,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2024-12-27,2025-03-02,65,0.07047591420610538,12,2024,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2024-06-11,2024-08-22,72,0.2769756839263684,6,2024,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2024-03-26,2024-06-20,86,0.6899752233668944,3,2024,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
2024-10-13,2024-12-13,61,-0.047523954205473486,10,2024,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2024-03-02,2024-05-17,76,0.3949755523379473,3,2024,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2024-01-13,2024-05-07,115,1.5454742693508412,1,2024,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2024-06-26,2024-10-02,98,1.043974828601631,6,2024,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2024-10-13,2025-02-07,117,1.6044742035566306,10,2024,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-04-01,2024-07-10,100,1.1029747628074205,4,2024,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
2024-07-03,2024-09-13,72,0.2769756839263684,7,2024,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2024-06-07,2024-07-24,47,-0.46052349364599954,6,2024,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
2024-09-14,2024-09-20,6,-1.6700221448646828,9,2024,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
2024-11-27,2025-01-06,40,-0.6670232633662625,11,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2024-01-23,2024-04-26,94,0.9259749601900522,1,2024,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2024-11-16,2024-11-28,12,-1.4930223422473146,11,2024,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2024-08-29,2024-11-19,82,0.5719753549553156,8,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2024-03-29,2024-06-02,65,0.07047591420610538,3,2024,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
2024-01-20,2024-03-12,52,-0.31302365813152594,1,2024,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True
2024-03-19,2024-06-22,95,0.9554749272929469,3,2024,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2024-02-12,2024-04-10,58,-0.13602385551415763,2,2024,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
2024-11-22,2025-02-25,95,0.9554749272929469,11,2024,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2024-10-05,2024-11-14,40,-0.6670232633662625,10,2024,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True
2024-01-09,2024-02-25,47,-0.46052349364599954,1,2024,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True
2024-03-27,2024-07-25,120,1.6929741048653149,3,2024,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2024-01-08,2024-04-07,90,0.8079750917784733,1,2024,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2024-12-08,2024-12-20,12,-1.4930223422473146,12,2024,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
2024-03-16,2024-06-22,98,1.043974828601631,3,2024,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2024-08-15,2024-08-25,10,-1.552022276453104,8,2024,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True
2024-12-18,2025-02-25,69,0.18847578261768425,12,2024,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
2024-01-02,2024-02-15,44,-0.5490233949546837,1,2024,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True
2024-03-01,2024-04-18,48,-0.43102352654310483,3,2024,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
2024-02-14,2024-05-01,77,0.424475519440842,2,2024,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2024-02-16,2024-03-15,28,-1.0210228686009992,2,2024,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
2024-06-11,2024-08-30,80,0.5129754207495262,6,2024,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2024-01-06,2024-02-07,32,-0.9030230001894203,1,2024,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
2024-02-11,2024-06-07,117,1.6044742035566306,2,2024,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2024-12-14,2025-03-11,87,0.7194751904697891,12,2024,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
2024-01-28,2024-03-21,53,-0.28352369102863123,1,2024,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
2024-05-22,2024-06-13,22,-1.1980226712183675,5,2024,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
2024-04-25,2024-08-14,111,1.4274744009392624,4,2024,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
2024-03-31,2024-05-12,42,-0.6080233291604731,3,2024,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
2024-02-17,2024-04-24,67,0.12947584841189483,2,2024,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2024-06-27,2024-10-08,103,1.1914746641161047,6,2024,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2024-11-19,2025-02-19,92,0.8669750259842627,11,2024,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-07-16,2024-08-09,24,-1.139022737012578,7,2024,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
2024-12-25,2025-02-23,60,-0.0770239213083682,12,2024,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True
2024-06-24,2024-09-26,94,0.9259749601900522,6,2024,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2024-05-17,2024-06-02,16,-1.3750224738357357,5,2024,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2024-04-21,2024-06-24,64,0.04097594710321067,4,2024,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2024-09-21,2024-12-19,89,0.7784751246755786,9,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2024-03-12,2024-05-15,64,0.04097594710321067,3,2024,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
2024-10-15,2024-12-07,53,-0.28352369102863123,10,2024,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2024-06-14,2024-09-16,94,0.9259749601900522,6,2024,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
2024-03-22,2024-05-19,58,-0.13602385551415763,3,2024,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
2024-11-27,2025-03-27,120,1.6929741048653149,11,2024,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2024-06-05,2024-06-30,25,-1.1095227699096832,6,2024,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
2024-01-12,2024-03-13,61,-0.047523954205473486,1,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-10-21,2025-01-22,93,0.8964749930871575,10,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-05-04,2024-06-10,37,-0.7555231646749467,5,2024,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
2024-06-21,2024-08-26,66,0.09997588130900009,6,2024,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2024-01-21,2024-05-17,117,1.6044742035566306,1,2024,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
2024-08-03,2024-10-01,59,-0.10652388841126292,8,2024,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True
2024-10-30,2024-11-07,8,-1.6110222106588934,10,2024,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
2024-06-02,2024-09-28,118,1.6339741706595254,6,2024,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2024-10-17,2025-01-26,101,1.1324747299103153,10,2024,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
